"DayOfWeek","Date Reported","Date Occurred","Time Occurred","Area ID","Reporting District","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay"
2,2023-10-02 00:00:00,2023-10-02 00:00:00,1005,4,443,"3004 3028 3034 3101 4024 0605 3401 3701 3037 3033",59,"M","W",101,230413003,10,10,0
1,2023-10-01 00:00:00,2023-10-01 00:00:00,130,12,1283,"3004 3026 4025 3038",28,"M","B",101,231220519,10,1,0
4,2023-10-05 00:00:00,2023-10-04 00:00:00,2230,3,392,"3008 3027 3029 4025",51,"M","H",101,230317550,10,22,1
6,2023-09-30 00:00:00,2023-09-29 00:00:00,2155,7,767,"3036 3101 3401 3701 3035 3003 3027 3029 4027",52,"F","H",101,230715193,9,21,1
7,2023-09-30 00:00:00,2023-09-30 00:00:00,1630,13,1354,"0605 3101 3401 3701 4024 3008 3036 3029 3025 3033",45,"M","H",101,231318147,9,16,0
4,2023-10-04 00:00:00,2023-10-04 00:00:00,725,15,1539,"3006 4026 3034 3101",43,"F","H",101,231515670,10,7,0
2,2023-10-02 00:00:00,2023-09-25 00:00:00,1628,13,1385,"0605 3003 3026 3029 3033 3037 3101 4013 3401 3701",74,"M","H",103,231318200,9,16,7
5,2023-10-03 00:00:00,2023-09-28 00:00:00,1130,13,1344,"0605 3004 3026 3029 3033 3101 4024 3036 3401 3701",80,"M","B",101,231318271,9,11,5
3,2023-10-03 00:00:00,2023-10-03 00:00:00,500,2,233,"4024 3037 3006 3028 3101 3030 0605 3401 3701 3033",22,"F","H",101,230218456,10,5,0
7,2023-09-30 00:00:00,2023-09-30 00:00:00,1240,4,464,"0605 3011 3028 3034 3037 3102 4024 3101 3401 3701",26,"M","H",108,230412937,9,12,0
3,2023-10-03 00:00:00,2023-10-03 00:00:00,24,18,1842,"4018 3011 3028 3030",57,"F","O",101,231817297,10,0,0
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1202,5,529,"3006 3028 3032 4025",22,"M","O",108,230514308,10,12,0
2,2023-10-02 00:00:00,2023-10-02 00:00:00,1125,14,1415,"3011 3026 3034 3037 4027",18,"M","W",101,231418165,10,11,0
5,2023-09-30 00:00:00,2023-09-28 00:00:00,2143,15,1591,"3004 3026 4015 3037 3101",22,"M","O",101,231515525,9,21,2
1,2023-10-01 00:00:00,2023-10-01 00:00:00,1209,1,192,"0605 3011 3028 3030 3102 4024 3101 3401 3701 3037",22,"M","O",108,230120933,10,12,0
2,2023-10-02 00:00:00,2023-10-02 00:00:00,811,17,1791,"3005 3025 4026 3032 3034 3036",39,"M","W",101,231715950,10,8,0
6,2023-09-30 00:00:00,2023-09-29 00:00:00,2225,9,919,"3006 3028 4026 3030 3037 3101",27,"M","H",101,230914752,9,22,1
6,2023-10-02 00:00:00,2023-09-29 00:00:00,120,16,1695,"3006 3025 4016 3029 3037 3101",41,"M","H",101,231612649,9,1,3
4,2023-10-04 00:00:00,2023-09-27 00:00:00,1445,13,1341,"0605 3101 3401 3701 4013 3011 3037 3025 3033 3035",52,"M","O",101,231317995,9,14,7
3,2023-08-29 00:00:00,2023-08-29 00:00:00,1800,18,1841,"3004 4018 3036 3602 3028",32,"M","H",101,231815678,8,18,0
5,2023-10-06 00:00:00,2023-10-05 00:00:00,1900,4,407,"0605 3025 4004 3029 3033 3101 3401 3701 3011 3037",15,"M","B",101,230413150,10,19,1
1,2023-10-01 00:00:00,2023-10-01 00:00:00,615,6,637,"3039 3004 3025 3035 3037 3101 3401 3701 4027",32,"M","B",101,230615948,10,6,0
3,2023-10-04 00:00:00,2023-10-03 00:00:00,2359,9,939,"3011 3028 4009 3030 3034 3037 3101",22,"M","O",102,230914860,10,23,1
6,2023-09-30 00:00:00,2023-09-29 00:00:00,400,15,1553,"3006 3026 4015 3037 3009 3101",27,"M","O",101,231515489,9,4,1
3,2023-10-03 00:00:00,2023-10-03 00:00:00,1510,13,1309,"0605 3008 3024 3033 3036 3103 4024 3101 3401 3701",60,"M","H",102,231318275,10,15,0
7,2023-10-07 00:00:00,2023-10-07 00:00:00,1300,5,564,"3004 3028 4005",65,"M","B",101,230514422,10,13,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,525,13,1317,"0605 3004 3026 3029 4024 3101 3401 3701 3036 3033",29,"M","H",101,231318382,10,5,0
6,2023-10-06 00:00:00,2023-10-06 00:00:00,1400,10,1027,"3101 3004 3024 4026 3036",33,"F","W",101,231014506,10,14,0
5,2023-10-12 00:00:00,2023-10-12 00:00:00,245,12,1259,"3006 3028 3030 4025",22,"M","H",101,231221143,10,2,0
4,2023-10-12 00:00:00,2023-10-11 00:00:00,1000,12,1243,"3004 3028 4025 3034",52,"M","H",101,231221180,10,10,1
7,2023-09-24 00:00:00,2023-09-23 00:00:00,2046,14,1459,"3004 3026 3029 4014 3035 3037 3101 3401 3701",79,"F","W",101,231417688,9,20,1
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1650,14,1409,"4027 3004 3026 3035 3036 3101 3401 3701 3029",35,"M","H",101,231418296,10,16,0
2,2023-10-10 00:00:00,2023-10-09 00:00:00,200,14,1466,"4027 3011 3039",81,"M","O",101,231418494,10,2,1
6,2023-10-07 00:00:00,2023-10-06 00:00:00,50,14,1435,"3035 3037 3101 3401 3701 1218 3008 3025 3029 4014",44,"M","B",101,231418386,10,0,1
7,2023-10-07 00:00:00,2023-10-07 00:00:00,1235,14,1415,"3004 3028 4027",32,"M","H",101,231418409,10,12,0
1,2023-10-09 00:00:00,2023-09-24 00:00:00,1925,14,1494,"4027 3004 3028 3030",41,"M","A",101,231418478,9,19,15
2,2023-10-09 00:00:00,2023-09-25 00:00:00,1530,14,1487,"4027 3006 3028 3030",66,"F","B",108,231418473,9,15,14
1,2023-10-09 00:00:00,2023-10-08 00:00:00,45,15,1517,"3006 3028 4015 3030 3033 3035 3037",22,"M","H",101,231515851,10,0,1
1,2024-04-01 00:00:00,2023-11-26 00:00:00,1140,12,1269,"3006 3028 3030 4025",47,"M","H",101,241209305,11,11,127
4,2023-10-04 00:00:00,2023-10-04 00:00:00,550,1,144,"3101 3401 3701 3104 0605 3003 3025 3029 3036 4024",48,"F","O",101,230121136,10,5,0
3,2023-10-04 00:00:00,2023-10-03 00:00:00,2005,1,142,"0605 4024",30,"F","W",101,230121142,10,20,1
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1730,1,148,"3401 3701 3036 3033 0605 3004 3026 3029 3101 4024",32,"F","A",101,230121174,10,17,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,715,1,119,"0605 3028 3101 4024 3401 3701 3002 3037 3034 3033",68,"M","W",101,230121230,10,7,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,830,1,118,"0605 3004 3028 3033 3034 3037 3101 4024 3401 3701",52,"F","B",101,230121234,10,8,0
2,2023-10-02 00:00:00,2023-10-02 00:00:00,850,2,233,"0605 3028 3004 3101 3401 3701 4024 3036 3030 3033",26,"F","W",101,230218413,10,8,0
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1435,2,256,"3401 3701 0605 3004 3028 3033 3035 3036 3101 4002",23,"F","H",101,230218612,10,14,0
6,2023-10-06 00:00:00,2023-10-06 00:00:00,900,2,233,"3101 3401 3701 3036 3033 0605 3006 3028 3030 4024",33,"M","H",101,230218760,10,9,0
6,2023-10-07 00:00:00,2023-10-06 00:00:00,1255,2,246,"3401 3701 0605 3004 3028 3033 3034 3037 3101 4024",50,"M","H",101,230218800,10,12,1
6,2023-10-06 00:00:00,2023-10-06 00:00:00,1040,3,363,"4025 3034 3028",87,"M","H",101,230317636,10,10,0
4,2023-10-06 00:00:00,2023-10-04 00:00:00,1640,3,325,"4025 3004 3024 3029",21,"M","O",101,230317637,10,16,2
5,2023-10-05 00:00:00,2023-10-05 00:00:00,50,4,471,"3401 3701 4004 0605 3006 3026 3029 3033 3037 3101",36,"M","B",101,230413115,10,0,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,1210,4,415,"3028 0605 3033 3034 3037 3101 4024 3401 3701 3004",49,"M","H",101,230413130,10,12,0
4,2023-08-09 00:00:00,2023-08-09 00:00:00,130,5,513,"3011 3028 4005 3034",50,"M","O",101,230512071,8,1,0
4,2023-08-10 00:00:00,2023-08-09 00:00:00,2200,5,504,"3006 3028 4005 3030",45,"M","H",101,230512108,8,22,1
6,2023-08-18 00:00:00,2023-08-18 00:00:00,150,5,529,"3006 3028 3039 4005",40,"M","H",101,230512409,8,1,0
6,2023-08-19 00:00:00,2023-08-18 00:00:00,2230,5,567,"4005 3006 3028 3030 3036",46,"M","H",101,230512458,8,22,1
2,2023-08-22 00:00:00,2023-08-21 00:00:00,2300,5,507,"4025 3006 3028 3039",27,"M","H",101,230512547,8,23,1
3,2023-08-22 00:00:00,2023-08-22 00:00:00,905,5,526,"3004 3026 3029 3036 4005",62,"F","H",101,230512555,8,9,0
5,2023-09-21 00:00:00,2023-09-21 00:00:00,1615,5,516,"3004 3028 4025 3039",35,"M","H",101,230513772,9,16,0
5,2023-09-29 00:00:00,2023-09-28 00:00:00,1845,5,513,"3006 3028 4005 3030 3037",51,"M","H",101,230514078,9,18,1
6,2023-09-29 00:00:00,2023-09-29 00:00:00,1310,5,559,"3004 3028 4025 3034",37,"F","H",101,230514122,9,13,0
4,2023-10-05 00:00:00,2023-10-04 00:00:00,2030,5,519,"3037 3004 3026 3039 3101",28,"F","W",101,230514324,10,20,1
2,2023-10-05 00:00:00,2023-09-25 00:00:00,1205,5,513,"3004 3026 3029 4025",24,"F","H",101,230514362,9,12,10
6,2023-10-06 00:00:00,2023-10-06 00:00:00,1000,5,505,"3004 3026 3029 4025",25,"M","H",101,230514389,10,10,0
6,2023-09-29 00:00:00,2023-09-29 00:00:00,400,6,677,"3003 3029 4006 3025 3036 3101 3401 3701 1218",56,"M","W",101,230615868,9,4,0
2,2023-09-29 00:00:00,2023-09-11 00:00:00,2030,7,723,"3004 3026 4027 3029 3036 3101 3401 3701",23,"M","B",101,230715188,9,20,18
5,2023-09-03 00:00:00,2023-08-31 00:00:00,2130,8,842,"3004 3025 4027 3029 3035 3037 3101 3401 3701",28,"M","H",101,230814047,8,21,3
3,2023-10-05 00:00:00,2023-10-03 00:00:00,1900,8,841,"3006 4027 3028 3030",26,"F","A",101,230815267,10,19,2
2,2023-10-02 00:00:00,2023-10-02 00:00:00,1225,10,1015,"3004 3024 4026 3037 3101",38,"F","B",101,231014351,10,12,0
5,2023-09-29 00:00:00,2023-09-21 00:00:00,15,6,636,"3006 3028 3039 4006 3035 3037 3101 3401 3701",22,"F","W",101,230615871,9,0,8
7,2023-10-01 00:00:00,2023-09-30 00:00:00,2310,10,1063,"3011 3025 4026 3033 3034 3037 3039",35,"M","W",101,231014307,9,23,1
5,2023-08-04 00:00:00,2023-08-03 00:00:00,1745,10,1019,"3003 3024 4026 3037 3101",58,"F","B",101,231012062,8,17,1
3,2023-10-03 00:00:00,2023-10-03 00:00:00,1925,9,923,"3003 3025 4026 3029 3036 1218 3101",36,"M","H",101,230914858,10,19,0
3,2023-10-03 00:00:00,2023-10-03 00:00:00,555,10,1011,"3101 3006 3027 4026 3037",44,"M","W",101,231014385,10,5,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,1330,11,1179,"0605 3004 3028 3034 3101 3401 3701 4024 3036 3033",21,"M","H",101,231114212,10,13,0
1,2023-10-02 00:00:00,2023-10-01 00:00:00,2320,12,1253,"3004 3024 4012 3029 3037",60,"M","B",101,231220571,10,23,1
3,2023-10-03 00:00:00,2023-09-26 00:00:00,25,13,1313,"0605 3004 3026 3029 3033 3036 3101 3401 3701 4024",43,"M","B",101,231318248,9,0,7
4,2023-09-06 00:00:00,2023-09-06 00:00:00,10,11,1151,"0605 3003 3029 3033 3101 4024 3401 3701 3036 3027",61,"M","B",101,231113096,9,0,0
7,2023-09-30 00:00:00,2023-09-30 00:00:00,5,12,1265,"3501 1218 3003 3027 4025 3029 3037 1402",43,"F","B",101,231220462,9,0,0
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1300,13,1324,"3401 3701 3012 3037 3026 3033 0605 3029 3101 4024",31,"M","B",101,231318327,10,13,0
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1200,13,1346,"3401 3701 3036 3033 0605 3011 3028 3030 3101 4024",25,"M","O",101,231318333,10,12,0
3,2023-10-04 00:00:00,2023-10-03 00:00:00,1830,13,1375,"3401 3701 0605 3004 3026 3029 3033 3037 3101 4013",21,"M","H",101,231318343,10,18,1
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1755,13,1313,"0605 3008 3025 3033 3036 3101 4024 3401 3701 3035",15,"M","H",101,231318348,10,17,0
6,2023-10-06 00:00:00,2023-10-06 00:00:00,1730,13,1383,"0605 3401 3701 3004 3028 3033 3034 3037 3101 4024",60,"M","H",101,231318441,10,17,0
4,2023-08-07 00:00:00,2023-08-02 00:00:00,1810,14,1469,"4027 3004 3026 3035 3037 3101 3401 3701 3029",18,"M","O",101,231415464,8,18,5
2,2023-09-26 00:00:00,2023-09-25 00:00:00,2100,14,1414,"3036 3101 3401 3701 3008 3025 3029 4027",41,"F","H",101,231417791,9,21,1
4,2023-10-06 00:00:00,2023-10-04 00:00:00,1905,15,1549,"3101 3003 3025 4015 3036",62,"M","H",101,231515756,10,19,2
6,2023-10-06 00:00:00,2023-10-06 00:00:00,1300,16,1661,"3101 3011 3028 4016 3032 3037 3039",41,"M","O",101,231612778,10,13,0
6,2023-10-07 00:00:00,2023-10-06 00:00:00,2315,16,1656,"3037 3101 3011 3028 4016 3034",99,"M","O",101,231612779,10,23,1
6,2023-08-05 00:00:00,2023-08-04 00:00:00,1935,17,1779,"3036 3101 3004 3028 4017 3030",24,"M","W",101,231713575,8,19,1
4,2023-10-07 00:00:00,2023-09-06 00:00:00,1900,17,1766,"3006 3101 3028 4017 3034 3037",99,"M","O",101,231716160,9,19,31
6,2023-09-29 00:00:00,2023-09-29 00:00:00,1720,14,1497,"3006 3026 3035 3037 3101 3401 3701 4027 3039",50,"M","B",101,231418083,9,17,0
3,2023-08-08 00:00:00,2023-08-08 00:00:00,1430,15,1526,"3004 4026 3029 3037 3038 3024 3101",66,"F","W",101,231513286,8,14,0
4,2023-09-21 00:00:00,2023-09-20 00:00:00,2210,18,1831,"3011 3028 4018 3034",50,"M","O",101,231816745,9,22,1
4,2023-09-21 00:00:00,2023-09-20 00:00:00,1430,18,1822,"3004 3026 4012 3029",20,"F","B",101,231816796,9,14,1
7,2023-09-23 00:00:00,2023-09-23 00:00:00,109,18,1822,"3011 3028 3032 4025",22,"M","O",101,231816850,9,1,0
1,2023-10-01 00:00:00,2023-10-01 00:00:00,55,18,1824,"3004 3025 4018 3029 3036",23,"F","H",101,231817229,10,0,0
3,2023-10-03 00:00:00,2023-10-03 00:00:00,640,18,1834,"3003 3024 3029 4025",42,"F","H",101,231817318,10,6,0
3,2023-10-03 00:00:00,2023-10-03 00:00:00,1330,18,1863,"4025",35,"M","H",101,231817326,10,13,0
2,2023-10-02 00:00:00,2023-10-02 00:00:00,605,19,1972,"3003 3027 3029 3036 4026 3101",51,"F","H",101,231914842,10,6,0
4,2023-10-05 00:00:00,2023-10-04 00:00:00,1730,19,1985,"1218 3101 3008 3025 4019 3029 3036",38,"M","H",101,231914947,10,17,1
4,2023-10-05 00:00:00,2023-10-04 00:00:00,1900,19,1955,"3039 3062 3101 3006 3028 4019 3037",58,"M","H",101,231914949,10,19,1
5,2023-10-06 00:00:00,2023-10-05 00:00:00,1820,19,1983,"3101 3004 3028 4019 3030 3037",22,"F","O",101,231914995,10,18,1
6,2023-09-29 00:00:00,2023-09-29 00:00:00,1715,18,1891,"3028 3002 4025 3034",51,"M","H",101,231817152,9,17,0
1,2023-10-01 00:00:00,2023-10-01 00:00:00,803,18,1829,"3004 3025 3029 3034 3036 4025",46,"M","H",101,231817207,10,8,0
5,2023-10-06 00:00:00,2023-10-05 00:00:00,1615,18,1864,"3003 3024 4025",11,"M","H",101,231817489,10,16,1
4,2023-09-06 00:00:00,2023-09-06 00:00:00,815,20,2031,"3004 3026 3029 4027 3035 3037 3101 3401 3701",45,"M","H",101,232015052,9,8,0
1,2023-10-01 00:00:00,2023-10-01 00:00:00,1620,20,2058,"4027 3004 3028 3034 3401 3036 3101 3701",24,"M","W",101,232016025,10,16,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,1805,20,2049,"3004 3028 3030 3035 3037 4027 1402 3101 3401 3039",51,"M","A",101,232016213,10,18,0
4,2023-10-05 00:00:00,2023-10-04 00:00:00,1945,21,2155,"3006 3028 4021 3034 3037 3103",35,"M","O",101,232114900,10,19,1
2,2023-10-02 00:00:00,2023-10-02 00:00:00,330,20,2002,"4027 3004 3026 3035 3037 3101 3401 3701 3038",64,"F","H",101,232016039,10,3,0
4,2023-10-04 00:00:00,2023-10-04 00:00:00,1340,17,1753,"3101 3004 3025 4026 3029 3037",67,"F","H",101,231716077,10,13,0
4,2023-10-11 00:00:00,2023-10-11 00:00:00,1045,12,1267,"3004 3026 3029 4025",29,"M","H",101,231221079,10,10,0
6,2023-10-08 00:00:00,2023-10-06 00:00:00,2130,15,1559,"3004 3039 3602 3101 3028 4015 3037",42,"F","O",101,231515817,10,21,2
2,2023-10-09 00:00:00,2023-10-09 00:00:00,1350,1,162,"3401 3101 3701 3037 3026 3033 0605 3006 3035 4024",40,"M","H",101,230121442,10,13,0
2,2023-10-10 00:00:00,2023-10-09 00:00:00,1830,9,901,"3602 3101 3004 3027 4026 3034 3036",18,"F","H",101,230915068,10,18,1
7,2023-10-07 00:00:00,2023-10-07 00:00:00,1150,18,1823,"3011 3028 4025 3034",30,"M","W",108,231817546,10,11,0
1,2023-10-10 00:00:00,2023-10-08 00:00:00,1810,11,1132,"3101 3401 3701 3037 3029 3033 0605 4024 3026 3004",45,"M","H",101,231114377,10,18,2
2,2023-10-09 00:00:00,2023-10-09 00:00:00,1730,13,1317,"3401 3701 3006 3103 0605 3025 3033 3034 3101 4024",37,"M","H",101,231318658,10,17,0
1,2023-09-25 00:00:00,2023-09-24 00:00:00,2042,2,275,"0605 3030 4024",27,"M","H",101,230218966,9,20,1
1,2023-10-10 00:00:00,2023-10-01 00:00:00,455,20,2027,"3004 3026 3029 4020 3035 3036 3101 3401 3701",57,"M","H",101,232016379,10,4,9
5,2023-10-12 00:00:00,2023-10-12 00:00:00,610,1,111,"3401 3701 3002 0605 3028 3033 3035 3036 3101 4024",32,"F","H",101,230121638,10,6,0
3,2023-10-03 00:00:00,2023-10-03 00:00:00,1600,9,923,"3012 3104 3028 4026 3032 3034 3037",35,"M","W",108,230914853,10,16,0
2,2023-10-02 00:00:00,2023-10-02 00:00:00,1130,14,1464,"3008 3024 4027 3035 3037 3101 3401 3701 2004",46,"M","H",101,231418166,10,11,0
4,2023-10-12 00:00:00,2023-10-11 00:00:00,1905,11,1124,"3401 3701 3003 0605 3026 3029 3033 3036 3101 4024",61,"M","H",101,231114419,10,19,1
1,2023-10-08 00:00:00,2023-10-08 00:00:00,1300,2,236,"0605 3401 3701 3037 3033 3004 3025 3029 3101 4024",25,"M","H",101,230218832,10,13,0
5,2023-10-12 00:00:00,2023-06-01 00:00:00,1000,20,2055,"3028 4027 3011 3030 3032 3037",66,"F","H",501,232016431,6,10,133
7,2023-09-20 00:00:00,2023-09-16 00:00:00,2217,11,1163,"0605 3030 4024",36,"M","W",101,231114361,9,22,4
7,2023-09-30 00:00:00,2023-09-30 00:00:00,1820,19,1985,"3003 3025 4019 3037 3101",41,"M","A",101,231914793,9,18,0
3,2023-10-10 00:00:00,2023-10-10 00:00:00,1445,6,644,"3004 3028 3035 3036 3101 3401 3701 4027",33,"F","W",101,230616308,10,14,0
1,2023-10-08 00:00:00,2023-10-08 00:00:00,1910,12,1243,"3004 3026 3034 3036 4025",40,"M","O",101,231220954,10,19,0
5,2023-10-12 00:00:00,2023-10-12 00:00:00,750,8,895,"3006 3028 3032 3034 4027 3033 3401 3701",40,"F","B",108,230815477,10,7,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,1540,15,1539,"3037 3101 3011 3028 4026 3034",45,"M","W",101,231515738,10,15,0
3,2023-10-10 00:00:00,2023-10-10 00:00:00,1558,20,2038,"3004 3028 3034 3036 4027 3101 3401 3701 3602",33,"M","A",101,232016392,10,15,0
4,2023-10-11 00:00:00,2023-10-11 00:00:00,1915,18,1802,"1402 3004 3028 3030 4025",43,"M","H",101,231817722,10,19,0
2,2023-10-09 00:00:00,2023-10-09 00:00:00,1055,5,519,"4025 3004 3028 3034",38,"M","W",101,230514478,10,10,0
6,2023-10-13 00:00:00,2023-10-13 00:00:00,50,10,1025,"3006 3028 4010 3030 3032 3035 3037",30,"M","H",101,231014698,10,0,0
1,2023-10-08 00:00:00,2023-10-08 00:00:00,1550,1,163,"0605 3004 3028 3034 3037 3101 4024 3401 3701 3033",59,"M","H",101,230121389,10,15,0
6,2023-10-06 00:00:00,2023-10-06 00:00:00,850,20,2035,"3004 3028 3034 3036 4027 3101 3401 3701",54,"M","H",101,232016217,10,8,0
2,2023-10-09 00:00:00,2023-10-09 00:00:00,2025,1,192,"3401 3701 3004 3036 0605 3025 3029 1218 3101 4024",55,"F","W",101,230121487,10,20,0
6,2023-10-07 00:00:00,2023-10-06 00:00:00,2300,6,615,"3004 3025 3029 4027 3035 3036 3101 3401 3701 3602",30,"M","H",101,230616178,10,23,1
7,2023-10-07 00:00:00,2023-10-07 00:00:00,430,7,774,"3006 3030 4027 3035 3037 3101 3401 3701 3028",50,"M","H",101,230715469,10,4,0
3,2023-10-10 00:00:00,2023-10-10 00:00:00,1345,17,1796,"3101 3024 4026 3037 3064",51,"M","H",102,231716284,10,13,0
7,2023-10-08 00:00:00,2023-10-07 00:00:00,2150,18,1821,"3004 3026 4018 3029",65,"M","B",101,231817547,10,21,1
5,2023-10-12 00:00:00,2023-10-12 00:00:00,1855,11,1162,"0605 3002 3026 3033 3034 3036 3101 4024 3401 3701",42,"M","H",101,231114454,10,18,0
7,2023-10-08 00:00:00,2023-10-07 00:00:00,200,19,1907,"3013 3026 3036 3602 3101 4016",22,"M","H",110,231915040,10,2,1
3,2023-10-03 00:00:00,2023-10-03 00:00:00,1230,14,1444,"3035 3036 3101 3401 3701 3009 3024 4027",41,"M","B",101,231418211,10,12,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,820,8,802,"3009 3024 4027 3035 3037 3101 3401 3701",35,"M","H",101,230815268,10,8,0
5,2023-10-12 00:00:00,2023-10-12 00:00:00,1810,15,1526,"3004 3026 4026 3034 3036",25,"M","H",101,231516017,10,18,0
4,2023-10-11 00:00:00,2023-10-11 00:00:00,1700,4,453,"0605 3004 3025 3034 3036 3101 4024 3401 3701 3033",59,"F","H",101,230413310,10,17,0
7,2023-09-30 00:00:00,2023-09-30 00:00:00,2205,21,2104,"3004 3024 4026 3034 3037 3101",21,"M","H",101,232114682,9,22,0
6,2023-10-07 00:00:00,2023-10-06 00:00:00,2155,21,2143,"3101 3003 3027 4026 3036",68,"F","O",101,232114943,10,21,1
5,2023-10-12 00:00:00,2023-10-12 00:00:00,1725,9,915,"3004 3026 4026 3033 3035 3037",45,"M","W",101,230915183,10,17,0
5,2023-10-12 00:00:00,2023-10-12 00:00:00,1008,8,843,"3034 3011 3028 4027 3033 3037 3101 3401 3701",25,"M","H",101,230815476,10,10,0
2,2023-10-11 00:00:00,2023-10-09 00:00:00,945,6,657,"3006 3028 3030 4006 3035 3037 3101 3401 3701",56,"M","H",101,230616303,10,9,2
5,2023-10-06 00:00:00,2023-10-05 00:00:00,2215,6,666,"3004 3002 3028 3034 3036 3101 3401 3701 4027",60,"M","W",101,230616126,10,22,1
7,2023-10-01 00:00:00,2023-09-30 00:00:00,1235,8,882,"3004 3024 3035 3036 3101 3401 3701 4027",89,"F","W",101,230815105,9,12,1
4,2023-10-11 00:00:00,2023-10-11 00:00:00,900,1,112,"3401 3701 3006 0605 3028 3033 3034 3037 3101 4024",35,"M","H",101,230121594,10,9,0
6,2023-10-06 00:00:00,2023-10-06 00:00:00,20,10,1078,"3006 3037 3101 3028 4026 3034",50,"M","W",101,231014483,10,0,0
2,2023-10-09 00:00:00,2023-10-09 00:00:00,1150,16,1698,"3003 3025 4026 3032",38,"F","H",101,231612850,10,11,0
5,2023-10-06 00:00:00,2023-10-05 00:00:00,1700,15,1524,"3036 3101 3004 3028 4026 3030",52,"M","O",101,231515752,10,17,1
1,2023-10-09 00:00:00,2023-10-08 00:00:00,1705,19,1981,"3004 3026 4019 3029 3032 3035 3037 3038",23,"M","B",101,231915065,10,17,1
2,2023-10-10 00:00:00,2023-10-09 00:00:00,200,12,1233,"3006 3028 4012 3030 3037",30,"M","H",101,231221021,10,2,1
2,2023-10-09 00:00:00,2023-10-09 00:00:00,245,10,1077,"3011 3028 4010 3030 3033 3034 3037",22,"M","O",102,231014566,10,2,0
5,2023-10-05 00:00:00,2023-10-05 00:00:00,1730,20,2015,"4027 3004 3026 3035 3036 3101 3401 3701 3002",46,"M","H",101,232016210,10,17,0
5,2023-10-10 00:00:00,2023-10-05 00:00:00,2025,2,216,"3101 3401 3701 3033 3035 0605 3004 3026 3036 4024",37,"F","W",101,230218930,10,20,5
2,2023-10-02 00:00:00,2023-10-02 00:00:00,1600,19,1985,"3037 3101 3004 3028 4026 3034",56,"F","H",101,231914847,10,16,0
1,2023-10-08 00:00:00,2023-10-08 00:00:00,250,5,558,"3003 3025 4005 3029 3037",38,"M","H",101,230514454,10,2,0
7,2023-10-09 00:00:00,2023-08-19 00:00:00,1400,17,1701,"3024 3101 3036 4026 3064",29,"M","H",101,231716283,8,14,51
1,2023-10-11 00:00:00,2023-10-08 00:00:00,400,1,163,"3033 0605 3101 3401 3701 4001 3003 3026 3029 3036",36,"M","W",103,230121588,10,4,3
2,2023-10-10 00:00:00,2023-10-02 00:00:00,1547,14,1445,"3004 3028 3030 4014 3035 3036 3101 3401 3701",46,"M","H",101,231401244,10,15,8
3,2023-10-11 00:00:00,2023-10-10 00:00:00,1910,4,488,"3401 3701 0605 3004 3025 3033 3034 3037 3101 4024",23,"M","H",101,230413277,10,19,1
1,2023-10-08 00:00:00,2023-10-08 00:00:00,513,13,1313,"3101 3401 3701 3006 3037 3033 0605 3028 4024 3030",35,"F","B",101,231318493,10,5,0
1,2023-10-09 00:00:00,2023-10-08 00:00:00,2110,9,901,"3004 3026 4026 3033 3035 3037 3038",27,"F","W",101,230915035,10,21,1
6,2023-10-06 00:00:00,2023-10-06 00:00:00,810,20,2021,"3004 3011 4027",35,"F","A",101,232016221,10,8,0
5,2023-10-06 00:00:00,2023-10-05 00:00:00,1255,9,904,"3101 3006 3026 4026 3029 3037",26,"M","H",101,230914973,10,12,1
5,2023-10-12 00:00:00,2023-10-12 00:00:00,1240,8,881,"3011 3026 4027 3033 3034 3037 3101 3401 3701",73,"F","W",101,230815487,10,12,0
6,2023-10-06 00:00:00,2023-10-06 00:00:00,2250,10,1025,"3004 3025 4026 3032 3035 3037 3038",45,"F","B",101,231014513,10,22,0
4,2023-10-06 00:00:00,2023-10-04 00:00:00,540,16,1613,"3037 3101 3004 3028 4026 3030",31,"F","H",101,231612774,10,5,2
2,2023-10-10 00:00:00,2023-10-09 00:00:00,252,1,111,"3401 3701 1004 0605 3025 3033 3034 3036 3101 4001",39,"F","O",101,230121488,10,2,1
4,2023-08-30 00:00:00,2023-08-30 00:00:00,1515,20,2038,"3101 3401 3701 4027 3004 3026 3029 3033 3035 3037",31,"M","B",101,232014796,8,15,0
1,2023-10-08 00:00:00,2023-10-08 00:00:00,1612,7,789,"3002 3034 3036 3101 3401 3701 3004 3026 4027",21,"M","H",101,230715523,10,16,0
