"DayOfWeek","Date Reported","Date Occurred","Time Occurred","Area ID","Reporting District","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay"
3,2023-11-15 00:00:00,2023-11-14 00:00:00,1610,14,1464,"3008 3024 3035 3029 3037 3101 3401 3701 4027",39,"F","W",101,231420312,11,16,1
5,2023-11-16 00:00:00,2023-11-16 00:00:00,645,1,161,"0605 3101 3401 3701 3036 3033 3004 3028 4001 3034",24,"M","O",101,230124173,11,6,0
6,2023-11-18 00:00:00,2023-11-17 00:00:00,2120,18,1831,"4025 3026 3004 3029",31,"M","O",101,231819529,11,21,1
1,2023-11-20 00:00:00,2023-11-19 00:00:00,1927,1,176,"0605 3003 3025 3033 3035 3037 3101 3401 3701 4001",36,"M","B",101,230124424,11,19,1
1,2023-11-20 00:00:00,2023-11-19 00:00:00,2250,19,1961,"3004 3024 4026 3035 3036 3033",28,"M","H",101,231916819,11,22,1
3,2023-11-14 00:00:00,2023-11-14 00:00:00,1550,12,1257,"3003 3026 4025",45,"F","H",101,231223108,11,15,0
1,2023-11-19 00:00:00,2023-11-19 00:00:00,10,3,376,"3004 3026 4025 3029",28,"M","O",101,230320012,11,0,0
7,2023-11-18 00:00:00,2023-11-18 00:00:00,435,12,1245,"3011 3028 4025 3034",43,"F","H",101,231223344,11,4,0
5,2023-03-09 00:00:00,2023-03-09 00:00:00,2058,1,195,"3401 3701 3004 0605 3028 3034 3037 3039 3101 4024",37,"M","H",101,230108396,3,20,0
6,2023-03-11 00:00:00,2023-03-10 00:00:00,1955,1,111,"3401 3701 3034 0605 3004 3026 3033 3036 3101 4001",52,"M","H",101,230108454,3,19,1
6,2023-03-11 00:00:00,2023-03-10 00:00:00,2110,1,124,"3401 3701 3039 0605 3011 3028 3034 3037 3101 4001",46,"M","H",101,230108455,3,21,1
5,2023-03-09 00:00:00,2023-03-09 00:00:00,850,2,221,"3101 3401 3701 0605 3004 3028 3034 3037 3102 4024",27,"M","H",108,230207253,3,8,0
4,2023-03-09 00:00:00,2023-03-08 00:00:00,1245,1,185,"3401 3701 0605 3008 3025 3029 3033 3037 3101 4024",60,"M","B",101,230108325,3,12,1
7,2023-03-05 00:00:00,2023-03-04 00:00:00,2100,3,395,"3004 3025 4025 3038 3036",23,"F","H",101,230307306,3,21,1
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1826,4,491,"3101 3401 3701 3036 3033 0605 3004 3028 3034 4024",33,"M","W",101,230406296,3,18,0
6,2023-11-25 00:00:00,2023-11-24 00:00:00,37,10,1004,"3004 3026 4010 3036 3038 3101",25,"M","H",101,231016248,11,0,1
1,2023-03-06 00:00:00,2023-03-05 00:00:00,2203,6,663,"3036 3101 3401 3701 3004 3026 3029 3033 3035 4027",24,"F","W",101,230606751,3,22,1
1,2023-03-05 00:00:00,2023-03-05 00:00:00,330,5,526,"3601 3003 3027 4025 3038 3101",60,"F","H",101,230506370,3,3,0
1,2023-03-06 00:00:00,2023-03-05 00:00:00,2205,6,663,"3032 3036 3101 3401 3701 3004 3028 3030 3035 4027",35,"M","W",101,230606752,3,22,1
2,2023-03-06 00:00:00,2023-03-06 00:00:00,910,6,646,"3101 3401 3701 3003 3026 3029 3033 3035 3037 4027",18,"M","B",101,230606764,3,9,0
2,2023-03-06 00:00:00,2023-03-06 00:00:00,1400,7,789,"3036 3101 3401 3701 4027 3004 3026 3034",54,"M","W",101,230706781,3,14,0
2,2023-03-06 00:00:00,2023-03-06 00:00:00,710,3,393,"3101 3006 3028 3030 4025",76,"F","B",101,230307368,3,7,0
5,2023-03-02 00:00:00,2023-03-02 00:00:00,1530,7,729,"3037 3101 3401 3701 3006 3028 3030 4027",50,"M","A",101,230706647,3,15,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,310,5,566,"3006 3028 4025 3101",40,"M","O",101,230506552,3,3,0
7,2023-03-04 00:00:00,2023-03-04 00:00:00,40,5,558,"3008 3027 3029 4025 1402 3101",52,"M","H",101,230506319,3,0,0
4,2023-03-01 00:00:00,2023-03-01 00:00:00,1420,7,763,"3025 3034 3037 3101 3401 3701 4027 3004 3029 1402",22,"F","B",101,230706614,3,14,0
4,2023-03-08 00:00:00,2023-03-08 00:00:00,1141,6,668,"3036 3101 3401 3701 3003 3026 3029 4027",17,"F","H",101,230606892,3,11,0
4,2023-03-08 00:00:00,2023-03-08 00:00:00,800,9,963,"3036 3101 3004 3028 3034 4026",36,"M","H",101,230906565,3,8,0
4,2023-03-08 00:00:00,2023-03-08 00:00:00,1245,9,923,"3037 3101 3004 3028 4026 3034",43,"M","W",101,230906651,3,12,0
5,2023-03-10 00:00:00,2023-03-09 00:00:00,805,9,904,"3004 3028 4026 3030 3033 3035 3037",29,"F","H",101,230906725,3,8,1
5,2023-03-03 00:00:00,2023-03-02 00:00:00,1320,11,1161,"0605 3401 3701 4011 3004 3028 3033 3037 3039 3101",32,"F","A",101,231106336,3,13,1
3,2023-03-07 00:00:00,2023-03-07 00:00:00,1325,11,1142,"3101 3401 3701 3036 0605 3004 3026 3029 3033 4011",39,"M","W",101,231106515,3,13,0
5,2023-03-09 00:00:00,2023-03-09 00:00:00,1545,11,1152,"3401 3701 4024 0605 3004 3028 3033 3034 3037 3101",99,"M","H",101,231106608,3,15,0
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1150,11,1123,"0605 3401 3701 4024 3037 3033 3011 3028 3034 3101",37,"M","O",101,231106645,3,11,0
6,2023-02-25 00:00:00,2023-02-24 00:00:00,1955,12,1245,"3004 3028 4012 3030 3037",40,"M","O",101,231207367,2,19,1
6,2023-03-11 00:00:00,2023-03-10 00:00:00,2330,11,1134,"0605 3028 3030 3033 3037 3101 4011 3401 3701 3006",30,"M","H",101,231106653,3,23,1
7,2023-03-07 00:00:00,2023-03-04 00:00:00,2230,7,759,"3033 3035 3037 3101 3401 3701 3006 3028 3030 4007",22,"F","H",101,230706807,3,22,3
5,2023-03-09 00:00:00,2023-03-09 00:00:00,545,11,1149,"3401 3701 3037 3033 0605 3006 3028 3030 3101 4024",48,"M","H",101,231106593,3,5,0
5,2023-03-09 00:00:00,2023-03-09 00:00:00,1805,11,1132,"3401 3701 3036 3030 3033 0605 3004 3028 3101 4024",66,"F","W",101,231106605,3,18,0
3,2023-03-08 00:00:00,2023-03-07 00:00:00,140,14,1494,"3011 3028 4014",50,"M","O",101,231406704,3,1,1
6,2023-03-05 00:00:00,2023-03-03 00:00:00,1630,12,1268,"3004 3028 3034 4025",30,"M","H",101,231207883,3,16,2
2,2023-03-07 00:00:00,2023-03-06 00:00:00,1251,12,1211,"3004 3026 4025 3034 3036",25,"M","W",101,231208009,3,12,1
3,2023-03-07 00:00:00,2023-03-07 00:00:00,130,13,1309,"3013 3401 3701 3036 3034 0605 3028 3030 3101 4013",99,"M","O",101,231307363,3,1,0
5,2023-03-09 00:00:00,2023-03-09 00:00:00,1025,13,1362,"3101 3401 3701 3011 3036 3034 3028 0605 3103 4024",30,"M","H",101,231307479,3,10,0
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1000,13,1385,"3401 3701 4013 0605 3011 3028 3030 3034 3037 3101",99,"M","O",101,231307510,3,10,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1030,13,1362,"3401 3701 3004 0605 3028 3033 3034 3037 3101 4024",10,"M","O",101,231307563,3,10,0
3,2023-03-07 00:00:00,2023-03-07 00:00:00,1600,15,1503,"3102 3003 3026 4026 3037",46,"M","W",108,231506760,3,16,0
1,2023-03-05 00:00:00,2023-03-05 00:00:00,30,12,1265,"3004 3028 3034 4025 3036",52,"F","B",101,231207849,3,0,0
1,2023-03-05 00:00:00,2023-03-05 00:00:00,1100,12,1215,"4025 3003 3025 3029 3032",62,"M","H",101,231207876,3,11,0
6,2023-03-11 00:00:00,2023-03-10 00:00:00,2000,12,1204,"4018 3003 3024 3029 3101 3036",26,"M","H",101,231208239,3,20,1
1,2023-03-05 00:00:00,2023-03-05 00:00:00,1545,12,1259,"3039 1402 4025 3037 3011 3028 3101",35,"F","H",102,231207895,3,15,0
5,2023-03-09 00:00:00,2023-03-09 00:00:00,1740,13,1362,"0605 3401 3701 3037 3033 3004 3028 3030 3101 4024",60,"M","H",101,231307487,3,17,0
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1552,13,1327,"3401 3701 4024 0605 3006 3028 3030 3034 3037 3101",99,"M","H",101,231307543,3,15,0
6,2023-02-04 00:00:00,2023-02-03 00:00:00,2100,15,1539,"3037 3006 3028 3030 3101 4015",99,"M","H",101,231505384,2,21,1
4,2023-03-08 00:00:00,2023-03-08 00:00:00,1020,15,1541,"3037 3101 3006 3028 4026 3034",99,"X","O",101,231506798,3,10,0
4,2023-03-08 00:00:00,2023-03-08 00:00:00,1020,15,1513,"3101 3004 3028 4026 3034 3036",99,"X","O",101,231506799,3,10,0
6,2023-11-25 00:00:00,2023-11-24 00:00:00,2210,13,1322,"0605 3003 3024 3033 3035 3101 4024 3401 3701 3036",30,"M","H",101,231321073,11,22,1
4,2023-03-08 00:00:00,2023-03-08 00:00:00,900,16,1681,"3101 4016 3004 3028 3037 3034",35,"M","H",101,231606082,3,9,0
5,2023-03-10 00:00:00,2023-03-09 00:00:00,1855,16,1637,"3101 3006 3028 4026 3037 3039",40,"M","H",101,231606131,3,18,1
4,2023-03-09 00:00:00,2023-03-08 00:00:00,2145,17,1764,"3101 3004 3026 4017 3034 3036",24,"M","O",101,231706728,3,21,1
6,2023-03-04 00:00:00,2023-03-03 00:00:00,1430,18,1829,"3004 3026 4018 3030 3037",22,"F","H",101,231807179,3,14,1
5,2023-03-09 00:00:00,2023-03-09 00:00:00,2100,18,1844,"3004 3028 3034 4018",50,"M","O",101,231807434,3,21,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1055,18,1823,"4025 3011 3028 3030 3034",99,"M","W",102,231807502,3,10,0
2,2023-03-02 00:00:00,2023-02-27 00:00:00,1110,19,1977,"3004 3028 4019 3034 3036 3101",40,"M","O",101,231906410,2,11,3
7,2023-03-05 00:00:00,2023-03-04 00:00:00,2340,18,1824,"3101 3006 3028 4018 3030",59,"M","B",101,231807201,3,23,1
5,2023-03-09 00:00:00,2023-03-09 00:00:00,635,18,1801,"3101 3004 3028 3030 4025",36,"M","B",101,231807418,3,6,0
6,2023-02-24 00:00:00,2023-02-24 00:00:00,300,18,1846,"4025 3037 3011 3034 3028 3030 3101",29,"M","H",101,231806809,2,3,0
5,2023-03-09 00:00:00,2023-03-09 00:00:00,230,15,1522,"3036 3101 3004 3028 4015 3030",35,"M","O",101,231506844,3,2,0
3,2023-02-21 00:00:00,2023-02-21 00:00:00,1440,21,2146,"3039 3602 3101 3004 3028 4026 3037",51,"F","H",101,232105897,2,14,0
2,2023-03-06 00:00:00,2023-03-06 00:00:00,905,10,1047,"3101 3011 3028 4026 3034 3037 3602",99,"F","H",101,231006492,3,9,0
6,2023-03-13 00:00:00,2023-03-10 00:00:00,1330,16,1621,"3037 3028 4016 3030 3004 3101",51,"F","H",101,231606164,3,13,3
4,2023-11-23 00:00:00,2023-11-22 00:00:00,1825,5,563,"4025 3037 3006 3028 3030 3101",23,"M","H",101,230516149,11,18,1
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1935,9,939,"3101 3004 3026 4026 3034 3037",29,"M","O",101,230906749,3,19,0
3,2023-03-15 00:00:00,2023-03-14 00:00:00,2115,14,1472,"3033 3035 3037 3101 3401 3701 3003 3025 3029 4014",44,"M","H",101,231407044,3,21,1
2,2023-03-07 00:00:00,2023-03-06 00:00:00,2300,21,2105,"3006 3101 3028 4021 3030 3037",28,"M","W",101,232106454,3,23,1
2,2023-03-13 00:00:00,2023-03-13 00:00:00,1350,3,315,"4027 3002 3004 3026 3033 3034 3037",34,"F","B",101,230307714,3,13,0
6,2023-03-11 00:00:00,2023-03-10 00:00:00,1845,7,738,"3035 3037 3101 3401 3701 3027 3003 4027",64,"M","O",101,230706966,3,18,1
1,2023-03-05 00:00:00,2023-03-05 00:00:00,910,3,356,"4025 3037 3003 3101",40,"F","H",101,230307328,3,9,0
2,2023-03-06 00:00:00,2023-03-06 00:00:00,1225,19,1918,"3101 4026 3004 3026 3029 3036",43,"M","O",101,231906667,3,12,0
1,2023-03-06 00:00:00,2023-03-05 00:00:00,1905,3,305,"3006 3028 3030 4025",22,"F","H",101,230307352,3,19,1
5,2023-11-16 00:00:00,2023-11-16 00:00:00,1125,11,1177,"3101 3401 3701 3036 3033 0605 3004 3024 3035 4024",19,"M","H",101,231115851,11,11,0
4,2023-03-15 00:00:00,2023-03-15 00:00:00,845,12,1269,"3004 3026 3029 3036 4025",53,"F","H",101,231208456,3,8,0
6,2023-11-17 00:00:00,2023-11-17 00:00:00,930,12,1273,"4025 3004 3025 3029 3036",34,"F","H",101,231223266,11,9,0
2,2023-11-21 00:00:00,2023-11-20 00:00:00,1410,2,256,"4024 0605",56,"M","H",101,230221309,11,14,1
3,2023-11-21 00:00:00,2023-11-21 00:00:00,1725,15,1501,"3101 3004 3026 4026 3029 3037",66,"M","O",101,231517932,11,17,0
1,2023-03-17 00:00:00,2023-03-12 00:00:00,1325,2,201,"0605 3101 3401 3701 4013 3004 3036 3028 3030 3033",30,"M","W",101,230207600,3,13,5
1,2023-03-13 00:00:00,2023-03-12 00:00:00,2330,21,2185,"3003 3024 4021 3101 3037",18,"M","H",101,232106664,3,23,1
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1825,17,1792,"3003 3026 4026 3029 3037 3101",11,"M","O",101,231706828,3,18,0
7,2023-03-12 00:00:00,2023-03-11 00:00:00,2245,14,1485,"3004 3028 3034 4027",40,"F","H",101,231406887,3,22,1
3,2023-11-22 00:00:00,2023-11-21 00:00:00,2030,18,1837,"3011 3028 3030 3034 4025",22,"M","O",102,231819717,11,20,1
7,2023-11-19 00:00:00,2023-11-18 00:00:00,1330,13,1309,"3401 3701 3037 3033 3035 0605 3008 3024 3101 4024",30,"M","A",101,231320820,11,13,1
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1700,9,941,"3004 3025 4026 3034 3036 3101",45,"M","W",101,230906777,3,17,0
7,2023-11-19 00:00:00,2023-11-18 00:00:00,445,15,1531,"3006 3028 4026 3030 3033 3035 3036",35,"F","W",101,231517823,11,4,1
1,2023-03-12 00:00:00,2023-03-12 00:00:00,350,15,1557,"3101 3004 3027 4026 3034 3036",32,"F","B",101,231506944,3,3,0
1,2023-03-12 00:00:00,2023-03-12 00:00:00,2030,16,1634,"3006 3028 4026 3032 3037 3039 3101",62,"M","H",101,231606208,3,20,0
5,2023-03-13 00:00:00,2023-03-09 00:00:00,625,3,354,"4025 3037 3006 3030 3101 3028",30,"F","W",101,230307476,3,6,4
5,2023-03-09 00:00:00,2023-03-09 00:00:00,2020,8,849,"3006 3026 3034 4027 3002 3037 3101 3701 3401",66,"M","O",101,230807003,3,20,0
1,2023-03-13 00:00:00,2023-03-12 00:00:00,2000,5,515,"4025 3004 3028 3039 3602 3101",26,"M","H",101,230506603,3,20,1
5,2023-03-09 00:00:00,2023-03-09 00:00:00,735,13,1309,"3101 3401 3701 3033 0605 3004 3028 3034 4024 3036",60,"M","W",101,231307463,3,7,0
4,2023-11-15 00:00:00,2023-11-15 00:00:00,1942,6,656,"3003 3024 4027 3035 3037 3101 3401 3701 2004",53,"M","A",101,230617895,11,19,0
3,2023-03-14 00:00:00,2023-03-14 00:00:00,1340,6,666,"4027",31,"M","O",101,230607186,3,13,0
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1430,16,1602,"3037 3006 3034 3028 3101 4016",38,"M","H",108,231606161,3,14,0
7,2023-03-12 00:00:00,2023-03-11 00:00:00,2020,5,501,"4005 3011 3028 3101 3030 3037",57,"F","O",101,230506578,3,20,1
2,2023-03-06 00:00:00,2023-03-06 00:00:00,630,9,963,"3602 3101 3006 3028 4026 3037",45,"M","H",101,230906480,3,6,0
6,2023-03-13 00:00:00,2023-02-24 00:00:00,800,18,1831,"4025 3037 3006 3028 3030 3101",35,"M","H",101,231806797,2,8,17
4,2023-03-15 00:00:00,2023-03-15 00:00:00,1659,13,1361,"3401 3701 4024 0605 3004 3030 3033 3034 3037 3101",39,"F","H",101,231307779,3,16,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,550,20,2022,"3035 3037 3101 3401 3701 3003 3024 4027",50,"M","H",101,232006841,3,5,0
7,2023-03-08 00:00:00,2023-03-04 00:00:00,1800,3,354,"3004 3028 4003 3030 3037",43,"F","B",101,230307423,3,18,4
1,2023-03-12 00:00:00,2023-03-12 00:00:00,1940,3,341,"4025 3004",56,"F","B",101,230307671,3,19,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1850,1,191,"4024 0605 3004 3026 3033 3037 3038 3101 3401 3701",48,"M","H",101,230108504,3,18,0
5,2023-03-16 00:00:00,2023-03-16 00:00:00,50,11,1123,"0605 3006 3028 3030 3035 3101 4024 3401 3701 3036",29,"M","W",101,231106823,3,0,0
5,2023-03-10 00:00:00,2023-03-09 00:00:00,2315,6,637,"3037 3101 3401 3701 3009 3027 3035 4027",30,"M","H",101,230606936,3,23,1
1,2023-03-05 00:00:00,2023-03-05 00:00:00,1200,15,1531,"3004 3026 3038 3037 3101 4026",36,"M","B",101,231506641,3,12,0
2,2023-03-06 00:00:00,2023-03-06 00:00:00,530,10,1009,"3101 3028 3011 4010 3034 3037",50,"M","H",101,231006489,3,5,0
2,2023-03-06 00:00:00,2023-03-06 00:00:00,1055,12,1273,"4025 3004 3026 3029",40,"F","O",101,231207949,3,10,0
6,2023-11-12 00:00:00,2023-11-10 00:00:00,2104,5,529,"3011 3028 3030 4025",22,"M","O",101,230515721,11,21,2
4,2023-11-17 00:00:00,2023-11-15 00:00:00,2100,10,1005,"3004 3026 4010 3029 3034 3101",54,"M","O",101,231016010,11,21,2
7,2023-03-11 00:00:00,2023-03-11 00:00:00,20,15,1567,"3101 3028 3006 4026 3037 3039",39,"M","H",101,231506919,3,0,0
3,2023-11-22 00:00:00,2023-11-21 00:00:00,2300,13,1364,"3401 3701 3011 0605 3028 3030 3033 3037 3101 4013",48,"M","H",101,231320957,11,23,1
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1140,11,1151,"3035 3401 3701 0605 3004 3026 3033 3037 3101 4024",28,"F","W",101,231106681,3,11,0
2,2023-11-14 00:00:00,2023-11-13 00:00:00,1700,17,1701,"3101 3011 3028 4017 3034 3037",66,"M","W",101,231717561,11,17,1
7,2023-03-14 00:00:00,2023-03-11 00:00:00,800,5,519,"4025 3037 3011 3028 3030 3101",38,"M","H",102,230506658,3,8,3
3,2023-03-09 00:00:00,2023-03-07 00:00:00,1704,4,464,"0605 3030 4024",37,"F","H",101,230406349,3,17,2
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1610,16,1606,"3101 3028 4016 3030 3037 3004",39,"M","O",101,231606192,3,16,0
1,2023-03-13 00:00:00,2023-03-12 00:00:00,1440,14,1446,"3009 3025 3035 4027",44,"M","W",101,231406976,3,14,1
3,2023-03-14 00:00:00,2023-03-14 00:00:00,1740,9,911,"3004 4026 3033 3035 3037 3026",28,"F","H",101,230906895,3,17,0
4,2023-03-14 00:00:00,2023-03-08 00:00:00,145,1,162,"0605 3101 3401 3701 4001 3004 3037 3039 3028 3033",46,"M","H",101,230100609,3,1,6
3,2023-08-29 00:00:00,2023-08-29 00:00:00,1430,8,883,"3004 3028 4027 3033 3034 3037 3101 3401 3701",52,"M","H",101,230813870,8,14,0
1,2023-11-19 00:00:00,2023-11-19 00:00:00,330,6,649,"3003 3025 3029 4027 3035 3037 3101 3401 3701",41,"M","B",101,230618020,11,3,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,635,3,334,"3008 3026 3029 4025",58,"M","B",101,230307603,3,6,0
6,2023-03-12 00:00:00,2023-03-10 00:00:00,2020,3,315,"4003 3030 3101 3004 3037",47,"M","O",101,230307629,3,20,2
2,2023-03-13 00:00:00,2023-03-13 00:00:00,700,10,1007,"3008 3024 4026 3037 3101",36,"F","W",101,231006750,3,7,0
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1427,18,1821,"4025 3028 3004 3034",18,"M","H",101,231807464,3,14,0
6,2023-03-14 00:00:00,2023-03-10 00:00:00,2340,17,1767,"3037 3101 3006 3028 4026 3030 3032",20,"M","O",101,231706917,3,23,4
5,2023-03-09 00:00:00,2023-03-09 00:00:00,1120,6,645,"3033 3035 3037 3101 3401 3701 3002 3004 3028 4027",29,"F","H",101,230606924,3,11,0
5,2023-03-09 00:00:00,2023-03-09 00:00:00,1803,12,1265,"3027 3501 3003 4012",66,"F","B",101,231208166,3,18,0
1,2023-03-14 00:00:00,2023-03-05 00:00:00,1515,9,909,"3037 3101 3004 3028 4026 3030",25,"F","O",101,230906878,3,15,9
2,2023-03-06 00:00:00,2023-03-06 00:00:00,2350,16,1602,"3101 3011 3028 4026 3030 3034 3037",22,"M","H",101,231606008,3,23,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1600,13,1309,"3401 3701 3004 3033 0605 3025 3035 3037 3101 4024",26,"M","H",101,231307580,3,16,0
1,2023-02-26 00:00:00,2023-02-26 00:00:00,630,3,363,"3002 3028 3034 4025 3101",26,"M","H",101,230306951,2,6,0
2,2023-03-06 00:00:00,2023-03-06 00:00:00,900,9,941,"3101 3004 3028 4026 3034 3037",40,"M","H",101,230906485,3,9,0
7,2023-11-19 00:00:00,2023-11-18 00:00:00,1900,14,1445,"4027 3004 3028 3039",25,"M","W",101,231420454,11,19,1
5,2023-11-16 00:00:00,2023-11-16 00:00:00,1420,1,158,"3401 3701 0605 3004 3028 3030 3034 3037 3101 4024",30,"F","O",101,230124206,11,14,0
1,2023-03-05 00:00:00,2023-03-05 00:00:00,910,21,2126,"3101 3008 3028 4026 3030 3036",62,"F","H",101,232106369,3,9,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1120,10,1025,"3602 3101 3004 3026 4026 3034 3036",43,"M","H",101,231006702,3,11,0
4,2023-11-23 00:00:00,2023-11-15 00:00:00,1550,15,1524,"3028 3037 3004 3101 4015",17,"F","W",101,231518022,11,15,8
2,2023-11-20 00:00:00,2023-11-20 00:00:00,220,5,519,"3011 3024 3038 4025 1402",32,"M","H",101,230516003,11,2,0
3,2023-03-14 00:00:00,2023-03-14 00:00:00,930,3,317,"3004 3026 4025 3029 3101",45,"M","O",101,230307750,3,9,0
2,2023-03-07 00:00:00,2023-03-06 00:00:00,1958,7,765,"3030 3101 3401 3701 3004 3028 3033 3035 3036 4027",63,"M","O",101,230706848,3,19,1
5,2023-03-10 00:00:00,2023-03-09 00:00:00,1958,16,1612,"3004 3026 3029 3037 3101 4016 1402",32,"M","H",101,231606132,3,19,1
1,2023-03-05 00:00:00,2023-03-05 00:00:00,1035,18,1821,"4025 3004 3026 3101 3037",21,"F","B",101,231807185,3,10,0
2,2023-03-13 00:00:00,2023-03-13 00:00:00,1205,14,1441,"4027 3004 3028 3034 3037 3101 3401 3701",32,"F","A",101,231406987,3,12,0
5,2023-03-15 00:00:00,2023-03-09 00:00:00,2100,6,646,"4006 3008 3025 3035 3037 3101 3401 3701",35,"M","W",101,230607220,3,21,6
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1305,14,1403,"3006 3101 3401 3701 4027 3024 3035 3037",51,"M","A",101,231406841,3,13,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1150,11,1102,"3701 3401 3033 0605 3003 3026 3029 3037 3101 4024",30,"M","O",108,231106679,3,11,0
2,2023-03-13 00:00:00,2023-03-13 00:00:00,1130,3,326,"3004 3026 3029 4025 3101",36,"M","A",101,230307710,3,11,0
7,2023-11-11 00:00:00,2023-11-11 00:00:00,1300,5,566,"3008 3024 3029 4005",55,"M","W",101,230515685,11,13,0
4,2023-03-17 00:00:00,2023-03-15 00:00:00,2320,7,758,"3034 3036 3101 3401 3701 3004 3028 4007",41,"F","H",101,230707235,3,23,2
6,2023-03-10 00:00:00,2023-03-10 00:00:00,815,10,1008,"4010 3004 3026 3037 3029 3101",81,"M","H",101,231006653,3,8,0
2,2023-03-13 00:00:00,2023-03-13 00:00:00,18,1,142,"0605 3004 3028 3030 3033 3101 4001 3401 3701 3037",24,"M","B",101,230108556,3,0,0
1,2023-02-26 00:00:00,2023-02-26 00:00:00,100,1,181,"0605 3030 4024",32,"M","H",101,230107715,2,1,0
6,2023-03-10 00:00:00,2023-03-10 00:00:00,805,15,1527,"3003 3027 4026 3037 3602 3101",32,"M","H",101,231506886,3,8,0
4,2023-11-16 00:00:00,2023-11-15 00:00:00,2210,6,643,"3004 3028 3030 4027 3034 3037 3101 3401 3701",41,"M","H",101,230617900,11,22,1
6,2023-03-11 00:00:00,2023-03-10 00:00:00,910,15,1525,"3101 3011 3026 4026 3034 3037",23,"M","W",101,231506921,3,9,1
3,2023-11-21 00:00:00,2023-11-21 00:00:00,1640,13,1345,"3101 3401 3701 3036 3033 3035 0605 4024 3004 3028",58,"F","O",101,231320945,11,16,0
5,2023-08-31 00:00:00,2023-08-31 00:00:00,731,8,893,"3004 3028 3034 4027 3037 3101 3401 3701",53,"M","H",101,230813973,8,7,0
6,2023-03-05 00:00:00,2023-03-03 00:00:00,2305,12,1259,"4025 3004 3026 3036 3029",56,"M","H",101,231207896,3,23,2
7,2023-03-12 00:00:00,2023-03-11 00:00:00,200,9,941,"3004 3026 4009 3033 3035 3036 3039",27,"M","H",101,230906780,3,2,1
1,2023-11-19 00:00:00,2023-11-19 00:00:00,545,16,1605,"3006 3028 3030 3037 3101 4016",30,"M","H",101,231614202,11,5,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1330,10,1028,"3101 3037 3011 3026 4026 3034",99,"X","X",101,231006704,3,13,0
1,2023-03-12 00:00:00,2023-03-12 00:00:00,320,6,644,"3035 3037 3101 3401 3701 3006 3028 3030 4027",28,"M","W",101,230607087,3,3,0
2,2023-03-13 00:00:00,2023-03-13 00:00:00,1015,5,507,"4025 3006 3034 3028 3101",27,"M","H",101,230506626,3,10,0
4,2023-03-14 00:00:00,2023-03-08 00:00:00,720,17,1764,"3030 3037 3101 3006 3028 4026",36,"M","H",101,231706918,3,7,6
6,2023-03-15 00:00:00,2023-03-10 00:00:00,200,18,1863,"4025 3014 3028 3030 3032 3602",30,"M","W",108,231807650,3,2,5
5,2023-03-16 00:00:00,2023-03-16 00:00:00,1450,14,1491,"4027 3011 3028 3033 3034 3037",99,"M","W",101,231407124,3,14,0
7,2023-03-12 00:00:00,2023-03-11 00:00:00,1245,12,1269,"3004 3026 4025 3029",23,"F","H",101,231208268,3,12,1
3,2023-11-14 00:00:00,2023-11-14 00:00:00,1700,18,1824,"3004 3028 3030 4025",33,"M","B",101,231819353,11,17,0
7,2023-03-11 00:00:00,2023-03-11 00:00:00,1345,11,1101,"0605 3401 3701 3033 3004 3025 3034 3037 3101 4024",56,"M","W",101,231106670,3,13,0
6,2023-03-11 00:00:00,2023-03-10 00:00:00,2000,12,1283,"3011 3030 3101 3036",57,"F","O",101,231208240,3,20,1
1,2023-03-05 00:00:00,2023-03-05 00:00:00,2030,21,2158,"3101 3037 3011 3028 4021 3030 3034",24,"M","O",101,232106379,3,20,0
6,2023-03-10 00:00:00,2023-03-10 00:00:00,1756,16,1601,"4016 3006 3101 3028 3030 3037",30,"M","H",101,231606168,3,17,0
3,2023-03-14 00:00:00,2023-03-14 00:00:00,1710,1,121,"0605 3004 3026 3029 3033 3037 3101 4024 3401 3701",52,"M","W",101,230108658,3,17,0
2,2023-03-13 00:00:00,2023-03-13 00:00:00,1450,3,312,"4025 3008 3028 3034 3036 3062",29,"F","H",101,230307719,3,14,0
